POET,POEM,VERSE,PART1,PART2,ERA,POEM_METER,VERSE_METER
Abi Alatahiya,Maa Lilmaqaabiri,2,حُفَرٌ مُسَتَّرَةٌ عَلَيْ,هِنَّ الجَنَادِلُ وَالكَئِيبُ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Maa Lilmaqaabiri,3,فِيهِنَّ وِلْدَانٌ وَأَطْ,فَالٌ وَشُبَّانٌ وَشِيبُ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Maa Lilmaqaabiri,4,كَمْ مِنْ حَبِيبٍ لَمْ تَكُنْ,نَفْسِي بِفُرْقَتِهِ تَطِيبُ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Maa Lilmaqaabiri,5,غَادَرْتُهُ فِي بَعْضِهِنْ,نَ مُجَدَّلًا وَهُوَ الحَبِيبُ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Maa Lilmaqaabiri,6,وَسَلَوْتُ عَنْهُ وَإِنَّمَا,عَهْدِي بِرُؤْيَتِهِ قَرِيبُ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,1,سُبْحَانَ عَلَّامِ الغُيُوبِ,عَجَبًا لِتَصْرِيفِ الخُطُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,2,تَعْرُو فُرُوعَ الآمِنِي,نَ وَتَجْتَنِي ثَمَرَ القُلُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,3,حَتَّى مَتَى يَا نَفْسُ تَغْ,تَرِّينَ بِالأَمَلِ الكَذُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,4,يَا نَفْسُ تُوبِي قَبْلَ أَنْ,لَا تَسْتَطِيعِي أَنْ تَتُوبِي,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,5,وَاسْتَغْفِرِي لِذُنُوبِكِ الرَّ,حْمَانَ غَفَّارَ الذُّنُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,6,أَمَّا الحَوَادِثُ فَالرِّيَا,حُ بِهِنَّ دَائِمَةُ الهُبُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,7,وَالمَوْتُ خَلْقٌ وَاحِدٌ,وَالخَلْقُ مُخْتَلِفُ الضُّرُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,8,وَالسَّعْيُ فِي طَلَبِ التُّقَى,مِنْ خَيْرِ مُكْتَسَبِ الكَسُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abi Alatahiya,Sobhaana Allami Al Ghoyoub,9,وَلَقَلَّ مَا يَنْجُو الفَتَى الْ,مَحْمُودُ مِنْ لَطْخِ العُيُوبِ,Abbassi: VIIIth - XVIth,kamil_partial,kamil_partial
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,1,إِذَا مَا وَرَدْنَا مَاءَ مَدْيَنَ أَشْرَقَتْ,مَوَارِدَ وَرْدِي فِي انْتِهَازِيِ فُرْصَتِى,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,2,وَإِبْتُ بِمَا أَرْجُو مِنَ الدَّهْرِ إِذْ مَرَا,مُ وَصْلٍ لِأَوْجِ الدَّائِرَاتِ بِجُذْبَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,3,فَتَنْخَرِطُ الأَرْوَاحُ مِنِّي بِمَشْهَدِ,المَعَارِفِ وَالأَسْرَارِ مِنْ حَيْثُ نَشْأَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,4,وَلَكِنْ إِذَا رِمْتِ الوُرُودَ وَقَدْ كُلِمْ,تُ مِنْ ظَمَإٍ فِي الهَاجِرَاتِ الظَّمِيئَةِ,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,5,وَجِئْتُ لِحَيِّ القَوْمِ أَرْجُو شَرَابَهُمْ,بِلَا مَهْرِ أَرْوَاحٍ وَلَا بَذْلِ مُهْجَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,6,وَلَا فَانِيًا عَنْ زِينَةِ الزُّخْرُفَا مَنُّ,هَوَائِيَةِ الدُّنْيَا بِغَشْيَةِ غَفْلَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,7,وَلَا خَالِعًا عَنِّي ثِيَابَ خَوَاطِرٍ,تُكَدِّرُ قَلْبِي عَنْ وِصَالِي لِحَضْرَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,8,وَلَا فَاتِقًا رِتْقَ الغِشَاوَاتِ عَنْ قُلَيْ,بِ مِنْ كَدَرَاتِ الجِسْمِ فِي أَصْلِ طِينَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,9,وَلَا رَاتِقًا فَتْقَ القَوَاطِعِ مِنْ حَضِي,ضِ سُفْلِيَاتِ الأَوْهَامِ فِي قَفْصِ شَهْوَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,10,وَلَا سَاهِرًا فِي الحَيِّ أَرْجُو وِصَالَهَا,وَلَا سَاهِيًا عَنْ كُلِّ كُلِّي وَجُمْلَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,11,وَلَا صَارِفًا عَنِّي حِبَالَ الهَوَى وَلَا,تَصَامَمْتُ عَمَّا يَقْطَعَنْ وَصْلَ وِصْلَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,12,وَلَا كَفْكَفَتْ عَنِّي دُمُوعُ غَوَادِقٍ,تُطَهِّرُ جَفْنِي مِنْ سِوَاهَا وَتَوْبَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,13,وَلَا تَائِبًا مِنْ كُلِّ ذِئْبٍ وَخَاطِرٍ,وَوَهْمٍ وَإِلْبَاسٍ وَتَكْدُرِّ أُكْلَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,14,وَلَا رَاجِعًا عَمَّا تُرَاوِدُنِي الحُظُو,ظُ مِمَّا سَيُرْدِينِي بِأَسْبَابِ هَفْوَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,15,وَقُلْتُ لِبَوَّابِ القُلُوبِ الأَخِيرَةِ,لِمَا أَجْهَدَتْهُ الدَّهْرِيَاتُ بِسَوْرَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,16,فَقَالَ وَمَا فِي الحُبِّ يَطْمَعُ فَارْحَمِي,أَسِيرِكِ قَدْ أَبْلَتْهُ كُلُّ عَظِيمَةِ,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,17,وَلَا فَضَّلَ مَنْ أَثْخَنَتْهُ صَوَارِمٌ,بِأَلْحَاظِ لَيْلَاهُ أَغِثْنِي بِعِطْفَةِ,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,18,فَقُلْتُ وَهَلْ أَقْوَى عَلَى شَرْطِكُمْ فَقَا,لَ إِنْ صَحَّ مِنْكَ الحُبُّ تَقْوَى لِصُحْبَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,19,وَإِسْتَأْذَنُوا الحِجَابَ يَسْتَأْذِنُوا لَنَا,لِنَحْظَى بِمَا تَرْجُو الأَمَانِي وَبُغْيَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,20,وَكَيْفَ لَنَا بِالشُّرْبِ إِنْ لَمْ تَكُنْ لَنَا,دَرَاهِمَ عِنْدَ الحَانَوِي وَأَهِبَّتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,21,فَقُلْتُ لَقَدْ أُرِبْ مَحَاسِنَكُمْ عَلَى,عُقُولِ وَ مَا أَدْرِي بِأَيَّةِ وِجْهَةِ,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,22,أُقَابِلُكُمْ يَا أَهْلَ وِدٍّ وَهَمٍّ هُمْ,فَمَنُّوا فَإِنَّ الشَّوْقَ أَوْدَى بِصَوْلَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,23,وَأَنْهَكَنِي قَدْ أَوْدَعَتْنِي مَحَاسِنَا,شَنَاشِنَكُمْ قَرَّبْتِ نَفْسِي وَمُهْجَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,24,وَأَبْلَيْتِ جِسْمِي فِي هَوَاكُمْ وَأَسْهَرْتِ,جُفُونِي أُرَاعِي الطَّيْفَ فِي كُلِّ لَحْظَةِ,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,25,وَطَهَّرْتُ قَلْبِي مِنْ سِوَاكُمْ فَلَا أَرُو,مُ فِي الكَوْنِ إِلَّا أَنْتُمُ فِي طَوِيَّتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,26,وَأَكْثَرْتُ مِنْ ذِكْرِي لَكُمْ فَتَشَرَّفَتْ,مَكَامِنُ أَرْكَانِي بِذِكْرِ أَحِبَّتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,27,وَآلَيْتُ لَا أَنْفَكُّ أَرْعَى وِصَالَكُمْ,إِلَى جَنَّةِ الفِرْدَوْسِ فِي أَوْجِ غُرْفَةِ,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,28,وَأَحْبَبْتُ مَنْ أَحْبَبْتُمُوهُ وَإِنَّ دِي,نِ يَهْوَى الَّذِي أَحْبَبْتُمُوهُو شَكِيمَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,29,فَقَالَ لَقَدْ أَدْلَيْتُ حُجَّةَ عَاشِقٍ,وَأَوْمَأْتُ بِالتِّهْيَامِ فِي شَأْنِ وِصْلَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,30,فَقُلْتُ وَإِنَّ الحُسْنَ مِنْ شَأْنِهِ الدَّلَا,لُ فَارِعْ أَسِيرًا قَدْ غَدَا بِالأَعِنَّةِ,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,31,عَلَى كُلِّ حَالٍ قَلْبِ وَقْفٌ عَلَيْكُمُ,وَإِنْ مِتُّ فِي الأَعْتَابِ مِتُّ بِعِشْقَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,32,فَإِنْ لَمْ يَكُنْ خِبْرٌ فَأَحْيَا بِمَا أَتَا,نِ مِنْ خَبَرٍ نِعْمَ السَّمِيرِ لِنِهْمَتِي,Modern,tawil_complete,tawil_complete
Abou Al Fayd Al Kattani,Itha waradna maaa madyana,33,وَهَا أَنَا مَطْرُوحٌ عَلَى البَابِ أَرْتَجِي,عَوَاطِفَكُمْ فِي كُلِّ صُبْحٍ وَرَوْحَةِ,Modern,tawil_complete,tawil_complete
Abou Al kasem Al Chabbi,Gannaho al amso,1,غَنَّاهُ الأَمْسُ وَأَطْرَبَهُ,وَشَجَاهُ اليَوْمُ فَمَا غَدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,2,قَدْ كَانَ لَهُو قَلْبٌ كَالطِّفْلِ,يَدُ الأَحْلَامِ تُهَدْهِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,3,مُذْ كَانَ لَهُو مَلَكٌ فِي الكَوْنِ,جَمِيلُ الطَّلْعَةِ يَعْبُدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,4,فِي جَوْفِ اللَّيْلِ يُنَاجِيهِ,وَأَمَامَ الفَجْرِ يُمَجِّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,5,وَعَلَى الهَضَبَاتِ يُغَنِّيهِ,آيَاتِ الحُبِّ وَيُنْشِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,6,لَوْلَاهُ لَمَا عَذُبَتْ فِي,الكَوْنِ مَصَادِرُهُو وَمَوَارِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,7,وَلَمَا فَاضَتْ بِالشِّعْرِ الحَ,يِّ مَشَاعِرُهُو وَقَصَائِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,8,تَمْشِي فِي الغَابِ فَتَتْبَعُهُ,أَفْرَاحُ الحُبِّ وَتَنْشُدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,9,وَيَرَى الآفَاقَ فَيُبْصِرُهَا,زُمَرًا فِي النُّورِ تُرَاصِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,10,وَيَرَى الأَطْيَارَ فَيَحْسَبُهَا,أَحْلَامَ الحُبِّ تُغَرِّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,11,وَيَرَى الأَزْهَارَ فَيَحْسَبُهَا,بَسَمَاتِ الحُبِّ تُوَارِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,12,فَيَخَالُ الكَوْنَ يُنَاجِيهِ,وَجَمَالَ العَالَمِ يُسْعِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,13,وَنُجُومَ اللَّيْلِ تُضَاحِكُهُ,وَنَسِيمَ الغَابِ يُطَارِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,14,وَيَخَالُ الوَرْدَ يُدَاعِبُهُ,فَرِحًا فَتُعَابِثُهُو يَدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,15,وَيَرَى اليُنْبُوعَ وَنَظْرَتَهُ,وَنَسِيمُ الصُّبْحِ يُجَعِّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,16,وَخَرِيرُ المَاءِ لَهُو نَغَمٌ,نَسَمَاتُ الغَابِ تُرَدِّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,17,وَيَرَى الأَعْشَابَ وَقَدْ سَمَقَتْ,بَيْنَ الأَشْجَارِ تُشَاهِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,18,وَنِطَاقُ الطِّفْلِ تُنَمِّقُهَا,فَيَجُلُّ الحُبَّ وَيَحْمَدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,19,يَا لِلْأَيَّامِ فَكَمْ سَرَّتْ,قَلْبًا فِي النَّاسِ لِتُكْمِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,20,هِيَ مِثْلُ العَاهِرِ عَاشِقُهَا,تَسْقِيهِ الخَمْرَ وَتَطْرُدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,21,يُعْطِيكَ اليَوْمُ حَلَاوَتَهَا,كَالشَّهْدِ لِيَسْلُبَهَا غَدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,22,بِالأَمْسِ يُعَانِقُهَا فَرِحًا,وَيُضَاجِعُهَا فَتُوَسِّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,23,وَاليَوْمَ يُسَايِرُهَا شَبَحًا,أَضْنَاهُ الحُزْنُ وَنَكَّدَهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,24,يَتْلُو فِي الغَابِ مَرَاثِيهِ,وَجُذُوعُ السَّرْوِ تُسَانِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,25,وَيُمَاشِي النَّاسَ وَمَا أَحَدٌ,مِنْهُمْ يَشْجِيهِ تَفَرُّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,26,فِي لَيْلِ الوَحْشَةِ مِسْرَاهُ,وَبِكَهْفِ الوَحْدَةِ مَرْقَدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,27,أَصْوَاتُ الأَمْسِ تُعَذِّبُهُ,وَخَيَالُ المَوْتِ يُهَدِّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,28,بِالأَمْسِ لَهُو شَفَقٌ فِي الكَوْ,نِ يُضِيءُ الأُفْقَ تَوَرُّدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,29,وَاليَوْمَ لَقَدْ غَشَّاهُ اللَّيْلُ,فَمَا فِي العَالَمِ يُسْعِدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Gannaho al amso,30,غَنَّاهُ الأَمْسُ وَأَطْرَبَهُ,وَشَجَاهُ اليَوْمَ فَمَا غَدُهُ,Modern,motadaarak_complete,motadaarak_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,1,يَا لَبْتِسَامَةِ قَلْبٍ,مَطْلُولَةٍ بِدُمُوعِهْ,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,2,غَاضَتْ فَلَمْ تُبْقِ إِلَّا,الدُّمُوعَ بَيْنَ صُدُوعِهْ,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,3,فَظَلَّ يَهْتُفُ مِنْ شَجْ,وِهِي وَفَرْطِ وُلُوعِهْ,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,4,وَيْحَ الحَيَاةِ أَمَا تَنْ,قَضِي لَدَيْهَا الرَّزَايَا,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,5,أَمَا يُكَفْكِفُ هَذَا الزَّ,مَانُ صَوْبَ البَلَايَا,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,6,يَا دَهْرُ رِفْقًا فَإِنَّ القُ,لُوبَ أَمْسَتْ شَظَايَا,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,7,يَا قَلْبُ نَهْنِهْ دُمُوعَ,الأَسَى وَلَوْعَةَ رُوعِكْ,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,8,إِنَّ الدُّهُورَ البَوَاكِي,غَنِيَّةٌ عَنْ دُمُوعِكْ,Modern,mojtath_complete,mojtath_complete
Abou Al kasem Al Chabbi,Yaa Labtissamati Qalbin,9,حَسْبُ الحَيَاةِ أَسَاهَا,فَاطْوِ الأَسَى فِي صُدُوعِكْ,Modern,mojtath_complete,mojtath_complete
